IMEI,batteryVoltage,currentMode,dataType,heading,humidity,latitude,longitude,messageType,satelliteNumber,speed,temperature,timeStamp,weather
868446031859974,3.928,0,GPS data,234,51%,41.00597,-73.84800,Door Close,3,0.00km/h,30.03°C,2020-07-13 17:34:46,Clouds
868446031859974,4.028,0,GPS data,303,,41.00724,-73.85044,Door Close,3,0.00km/h,,2020-07-06 23:12:00,
868446031859974,3.896,0,GPS data,0,93%,41.00473,-73.84825,Door Close,4,0.00km/h,19.67°C,2020-07-15 10:26:34,Clouds
868446031859974,3.918,0,GPS data,0,56%,41.00513,-73.84825,Door Close,6,0.00km/h,24.28°C,2020-07-14 02:21:58,Clear
868446031859974,3.649,0,GPS data,0,,41.00500,-73.84820,Door Close,3,0.00km/h,,2020-06-23 17:03:26,
868446031859974,3.989,0,GPS data,0,,41.00641,-73.84888,Door Close,5,0.00km/h,,2020-07-08 20:07:26,
868446031859974,3.688,0,GPS data,0,,41.00526,-73.84786,Door Close,5,0.00km/h,,2020-06-18 01:57:26,
868446031859974,3.928,0,GPS data,234,51%,41.00597,-73.84800,Door Close,3,0.00km/h,30.03°C,2020-07-13 17:35:24,Clouds
868446031859974,3.912,0,GPS data,0,68%,41.00541,-73.84817,Door Close,4,0.00km/h,22.53°C,2020-07-14 12:44:45,Clear
868446031859974,3.93,0,GPS data,0,54%,41.00518,-73.84809,Door Close,4,0.00km/h,28.45°C,2020-07-13 15:43:11,Clear
868446031859974,4.145,0,GPS data,183,,41.00502,-73.84816,Door Close,4,0.00km/h,,2020-06-30 13:41:31,
868446031859974,4.136,0,GPS data,0,,41.00531,-73.84848,Door Close,6,0.00km/h,,2020-06-30 15:06:50,
868446031859974,3.915,0,GPS data,78,73%,41.00452,-73.84772,Door Close,3,0.00km/h,20.78°C,2020-07-14 11:39:18,Clear
868446031859974,3.686,0,GPS data,0,,41.00499,-73.84818,Door Close,5,0.00km/h,,2020-06-18 19:12:49,
868446031859974,3.723,0,GPS data,262,,41.00523,-73.84811,Door Close,3,0.00km/h,,2020-06-15 13:40:20,
868446031859974,4.111,0,GPS data,0,,41.00517,-73.84816,Door Close,4,0.00km/h,,2020-07-01 08:10:41,
868446031859974,3.889,0,GPS data,299,73%,41.00559,-73.84837,Door Close,3,10.00km/h,24.44°C,2020-07-15 17:40:45,Clouds
868446031859974,3.648,0,GPS data,0,,41.00501,-73.84826,Door Close,7,0.00km/h,,2020-06-24 02:07:05,
868446031859974,3.706,0,GPS data,263,,41.00520,-73.84823,Door Close,4,1.48km/h,,2020-06-17 13:06:16,
868446031859974,4.026,0,GPS data,0,,41.00503,-73.84806,Door Close,6,0.00km/h,,2020-07-07 03:28:38,
868446031859974,3.696,0,GPS data,0,,41.00521,-73.84834,Door Close,5,0.00km/h,,2020-06-17 17:51:52,
868446031859974,3.986,0,GPS data,0,,41.00539,-73.84839,Door Close,5,0.00km/h,,2020-07-09 14:49:34,
868446031859974,3.712,0,GPS data,0,,41.00500,-73.84800,Door Close,6,0.00km/h,,2020-06-16 13:35:19,
868446031859974,3.976,0,GPS data,0,,41.00521,-73.84806,Door Close,4,0.00km/h,,2020-07-10 00:55:15,
868446031859974,3.709,0,GPS data,0,,41.00501,-73.84828,Door Close,3,0.00km/h,,2020-06-17 11:07:11,
868446031859974,4.065,0,GPS data,0,,41.00537,-73.84844,Door Close,5,0.00km/h,,2020-07-04 02:39:06,
868446031859974,4.016,0,GPS data,0,,41.00520,-73.84812,Door Close,5,0.00km/h,,2020-07-07 14:41:48,
868446031859974,3.723,0,GPS data,0,,41.00516,-73.84811,Door Close,4,0.00km/h,,2020-06-15 13:45:01,
868446031859974,4.018,0,GPS data,0,,41.00530,-73.84784,Door Close,5,0.00km/h,,2020-07-07 13:41:44,
868446031859974,4.026,0,GPS data,0,,41.00506,-73.84777,Door Close,4,0.00km/h,,2020-07-07 02:51:50,
868446031859974,3.709,0,GPS data,0,,41.00518,-73.84820,Door Close,5,0.00km/h,,2020-06-16 18:07:01,
868446031859974,3.719,0,GPS data,0,,41.00529,-73.84816,Door Close,4,0.00km/h,,2020-06-15 13:53:57,
868446031859974,3.68,0,GPS data,0,,41.00507,-73.84824,Door Close,5,0.00km/h,,2020-06-19 15:07:22,
868446031859974,4.078,0,GPS data,275,,41.00542,-73.84816,Door Close,5,0.55km/h,,2020-07-02 22:57:39,
868446031859974,3.999,0,GPS data,0,,41.00479,-73.84785,Door Close,4,0.00km/h,,2020-07-08 16:42:01,
868446031859974,3.653,0,GPS data,127,,41.00384,-73.84685,Door Close,3,0.00km/h,,2020-06-23 16:52:45,
868446031859974,4.099,0,GPS data,0,,41.00490,-73.84811,Door Close,6,0.00km/h,,2020-07-01 17:21:59,
868446031859974,3.987,0,GPS data,0,,41.00524,-73.84848,Door Close,4,0.00km/h,,2020-07-08 19:43:17,
868446031859974,3.651,0,GPS data,0,,41.00517,-73.84815,Door Close,7,0.00km/h,,2020-06-24 02:09:55,
868446031859974,4.113,0,GPS data,0,,41.00505,-73.84806,Door Close,4,0.00km/h,,2020-07-01 07:49:27,
868446031859974,3.886,0,GPS data,0,77%,41.00511,-73.84832,Door Close,6,0.00km/h,21.94°C,2020-07-16 01:40:09,Clouds
868446031859974,3.987,0,GPS data,0,,41.00512,-73.84837,Door Close,4,0.00km/h,,2020-07-09 04:13:51,
868446031859974,3.979,0,GPS data,0,,41.00504,-73.84829,Door Close,5,0.00km/h,,2020-07-09 19:13:03,
868446031859974,3.675,0,GPS data,0,,41.00500,-73.84822,Door Close,4,0.00km/h,,2020-06-20 12:09:19,
868446031859974,3.706,0,GPS data,0,,41.00515,-73.84817,Door Close,4,0.00km/h,,2020-06-17 15:39:43,
868446031859974,3.894,0,GPS data,329,88%,41.00507,-73.84817,Door Close,6,0.00km/h,21.39°C,2020-07-15 12:49:27,Clouds
868446031859974,3.97,0,GPS data,350,,41.00498,-73.84833,Door Close,4,0.00km/h,,2020-07-10 12:29:30,
868446031859974,4.026,0,GPS data,0,,41.00525,-73.84822,Door Close,4,0.00km/h,,2020-07-07 02:56:09,
868446031859974,3.719,0,GPS data,0,,41.00523,-73.84838,Door Close,5,0.00km/h,,2020-06-15 16:46:04,
868446031859974,3.722,0,GPS data,0,,41.00520,-73.84814,Door Close,3,0.00km/h,,2020-06-15 13:41:20,
868446031859974,3.672,0,GPS data,358,,41.00504,-73.84807,Door Close,4,0.00km/h,,2020-06-20 12:05:48,
868446031859974,3.711,0,GPS data,0,,41.00538,-73.84798,Door Close,5,0.00km/h,,2020-06-16 13:48:54,
868446031859974,3.91,0,GPS data,0,64%,41.00508,-73.84836,Door Close,6,0.00km/h,24.05°C,2020-07-14 13:37:03,Clear
868446031859974,3.649,0,GPS data,235,,41.00566,-73.84789,Door Close,5,0.00km/h,,2020-06-23 19:40:38,
868446031859974,3.992,0,GPS data,0,,41.00530,-73.84833,Door Close,4,0.00km/h,,2020-07-08 19:47:37,
868446031859974,3.711,0,GPS data,0,,41.00468,-73.84812,Door Close,5,0.00km/h,,2020-06-17 02:08:46,
868446031859974,3.703,0,GPS data,0,,41.00551,-73.84848,Door Close,6,0.00km/h,,2020-06-17 16:14:41,
868446031859974,3.975,0,GPS data,0,,41.00519,-73.84838,Door Close,6,0.00km/h,,2020-07-10 02:28:34,
868446031859974,3.711,0,GPS data,0,,41.00468,-73.84812,Door Close,5,0.00km/h,,2020-06-17 02:09:15,
868446031859974,3.688,0,GPS data,0,,41.00526,-73.84786,Door Close,5,0.00km/h,,2020-06-18 01:57:19,
868446031859974,3.711,0,GPS data,0,,41.00480,-73.84807,Door Close,5,0.00km/h,,2020-06-16 15:19:34,
868446031859974,3.693,0,GPS data,0,,41.00390,-73.84901,Door Close,5,0.00km/h,,2020-06-17 17:52:22,
868446031859974,3.709,0,GPS data,0,,41.00498,-73.84825,Door Close,6,0.00km/h,,2020-06-17 02:43:05,
868446031859974,3.645,0,GPS data,0,,41.00525,-73.84828,Door Close,4,0.00km/h,,2020-06-24 12:26:35,
868446031859974,3.709,0,GPS data,0,,41.00528,-73.84799,Door Close,6,0.00km/h,,2020-06-17 02:55:58,
868446031859974,3.693,0,GPS data,0,,41.00390,-73.84901,Door Close,5,0.00km/h,,2020-06-17 17:52:39,
868446031859974,3.69,0,GPS data,0,,41.00508,-73.84830,Door Close,5,0.00km/h,,2020-06-18 01:52:40,
868446031859974,3.686,0,GPS data,0,,41.00492,-73.84806,Door Close,5,0.00km/h,,2020-06-18 18:37:21,
868446031859974,3.694,0,GPS data,0,,41.00517,-73.84817,Door Close,5,0.00km/h,,2020-06-18 01:41:27,
868446031859974,3.958,0,GPS data,0,,41.00501,-73.84800,Door Close,5,0.00km/h,,2020-07-10 20:26:23,
868446031859974,3.693,0,GPS data,0,,41.00526,-73.84837,Door Close,0,0.00km/h,,2020-06-17 16:39:46,
868446031859974,3.648,0,GPS data,0,,41.00501,-73.84819,Door Close,6,0.00km/h,,2020-06-24 02:31:13,
868446031859974,3.968,0,GPS data,0,,41.00527,-73.84837,Door Close,4,0.00km/h,,2020-07-10 14:02:04,
868446031859974,4.11,0,GPS data,319,,41.00571,-73.84833,Door Close,4,0.00km/h,,2020-07-01 09:27:13,
868446031859974,3.682,0,GPS data,0,,41.00474,-73.84841,Door Close,5,0.00km/h,,2020-06-18 19:41:58,
868446031859974,3.989,0,GPS data,0,,41.00533,-73.84827,Door Close,5,0.00km/h,,2020-07-08 19:52:54,
868446031859974,4.031,0,GPS data,0,,41.00504,-73.84838,Door Close,5,0.00km/h,,2020-07-06 19:50:10,
868446031859974,3.653,0,GPS data,0,,41.00529,-73.84817,Door Close,6,0.00km/h,,2020-06-23 14:07:31,
868446031859974,3.68,0,GPS data,0,,41.00532,-73.84825,Door Close,4,0.00km/h,,2020-06-19 19:00:05,
868446031859974,3.696,0,GPS data,0,,41.00527,-73.84838,Door Close,5,0.00km/h,,2020-06-17 21:14:55,
868446031859974,3.888,0,GPS data,359,69%,41.00512,-73.84826,Door Close,5,0.00km/h,24.44°C,2020-07-15 23:32:08,Clouds
868446031859974,3.693,0,GPS data,0,,41.00533,-73.84833,Door Close,5,0.00km/h,,2020-06-17 18:11:50,
868446031859974,3.696,0,GPS data,0,,41.00533,-73.84793,Door Close,5,0.00km/h,,2020-06-18 01:32:40,
868446031859974,4.086,0,GPS data,0,,41.00519,-73.84826,Door Close,5,0.00km/h,,2020-07-02 11:27:16,
868446031859974,3.723,0,GPS data,262,,41.00523,-73.84811,Door Close,3,0.00km/h,,2020-06-15 13:40:14,
868446031859974,3.942,0,GPS data,0,,41.00488,-73.84876,Door Close,3,0.00km/h,,2020-07-12 11:50:37,
868446031859974,4.002,0,GPS data,0,,41.00442,-73.84833,Door Close,5,0.00km/h,,2020-07-08 12:21:54,
868446031859974,3.691,0,GPS data,0,,41.00501,-73.84817,Door Close,3,0.00km/h,,2020-06-18 14:02:46,
868446031859974,3.973,0,GPS data,0,,41.00512,-73.84835,Door Close,5,0.00km/h,,2020-07-10 02:48:02,
868446031859974,3.645,0,GPS data,0,,41.00501,-73.84789,Door Close,6,0.00km/h,,2020-06-24 15:15:57,
868446031859974,3.727,0,GPS data,0,,41.00517,-73.84803,Door Close,3,0.00km/h,,2020-06-15 13:37:19,
868446031859974,3.725,0,GPS data,262,,41.00519,-73.84825,Door Close,3,0.00km/h,,2020-06-15 13:41:04,
868446031859974,3.714,0,GPS data,0,,41.00496,-73.84816,Door Close,5,0.92km/h,,2020-06-16 13:09:53,
868446031859974,3.944,0,GPS data,0,,41.00523,-73.84821,Door Close,5,0.00km/h,,2020-07-12 03:57:10,
868446031859974,3.983,0,GPS data,110,,41.00432,-73.84768,Door Close,4,0.00km/h,,2020-07-09 15:54:37,
868446031859974,4.094,0,GPS data,0,,41.00521,-73.84796,Door Close,3,0.00km/h,,2020-07-02 01:42:50,
868446031859974,4.0,0,GPS data,0,,41.00519,-73.84786,Door Close,5,0.00km/h,,2020-07-08 13:45:33,
868446031859974,3.683,0,GPS data,0,,41.00522,-73.84814,Door Close,5,0.00km/h,,2020-06-18 21:55:21,
868446031859974,4.089,0,GPS data,0,,41.00516,-73.84828,Door Close,3,0.00km/h,,2020-07-02 11:18:17,
868446031859974,3.979,0,GPS data,53,,41.00555,-73.84803,Door Close,5,2.03km/h,,2020-07-09 18:55:01,
868446031859974,3.67,0,GPS data,0,,41.00523,-73.84835,Door Close,4,0.00km/h,,2020-06-20 22:59:16,
868446031859974,3.955,0,GPS data,0,,41.00457,-73.84851,Door Close,3,0.00km/h,,2020-07-11 04:14:00,
868446031859974,3.991,0,GPS data,0,,41.00511,-73.84830,Door Close,3,0.00km/h,,2020-07-09 03:55:01,
868446031859974,3.685,0,GPS data,0,,41.00601,-73.84807,Door Close,4,0.00km/h,,2020-06-19 04:04:51,
868446031859974,3.657,0,GPS data,0,,41.00518,-73.84816,Door Close,4,0.00km/h,,2020-06-22 19:03:58,
868446031859974,4.047,0,GPS data,0,,41.00497,-73.84820,Door Close,4,0.00km/h,,2020-07-05 22:58:10,
868446031859974,4.007,0,GPS data,0,,41.00525,-73.84825,Door Close,6,0.00km/h,,2020-07-08 01:56:44,
868446031859974,4.007,0,GPS data,0,,41.00506,-73.84797,Door Close,6,0.00km/h,,2020-07-08 01:59:15,
868446031859974,4.092,0,GPS data,0,,41.00513,-73.84828,Door Close,6,0.00km/h,,2020-07-02 03:24:26,
868446031859974,3.646,0,GPS data,0,,41.00515,-73.84799,Door Close,5,0.00km/h,,2020-06-24 14:49:19,
868446031859974,3.88,0,GPS data,0,79%,41.00505,-73.84838,Door Close,5,0.00km/h,21.88°C,2020-07-16 12:49:51,Clouds
868446031859974,3.946,0,GPS data,318,,41.00547,-73.84817,Door Close,4,0.00km/h,,2020-07-12 03:37:11,
868446031859974,3.654,0,GPS data,131,,41.00515,-73.84798,Door Close,4,0.00km/h,,2020-06-23 03:05:50,
868446031859974,3.719,0,GPS data,0,,41.00507,-73.84830,Door Close,5,0.00km/h,,2020-06-15 14:46:34,
868446031859974,4.058,0,GPS data,0,,41.00508,-73.84841,Door Close,3,0.00km/h,,2020-07-04 12:40:30,
868446031859974,3.723,0,GPS data,0,,41.00516,-73.84811,Door Close,4,0.00km/h,,2020-06-15 13:44:18,
868446031859974,3.693,0,GPS data,0,,41.00504,-73.84845,Door Close,3,0.00km/h,,2020-06-18 13:56:46,
868446031859974,3.963,0,GPS data,0,,41.00530,-73.84839,Door Close,4,0.00km/h,,2020-07-10 18:44:49,
868446031859974,3.696,0,GPS data,353,,41.00518,-73.84845,Door Close,5,0.00km/h,,2020-06-18 01:37:47,
868446031859974,3.715,0,GPS data,0,,41.00494,-73.84811,Door Close,6,0.00km/h,,2020-06-15 16:53:16,
868446031859974,3.686,0,GPS data,61,,41.00540,-73.84802,Door Close,3,0.00km/h,,2020-06-18 14:05:34,
868446031859974,3.725,0,GPS data,262,,41.00519,-73.84825,Door Close,3,0.00km/h,,2020-06-15 13:41:07,
868446031859974,3.67,0,GPS data,84,,41.00510,-73.84815,Door Close,5,0.00km/h,,2020-06-20 17:13:26,
868446031859974,3.72,0,GPS data,0,,41.00529,-73.84827,Door Close,4,0.00km/h,,2020-06-15 14:32:53,
868446031859974,3.886,0,GPS data,0,77%,41.00508,-73.84820,Door Close,4,0.00km/h,21.42°C,2020-07-16 02:25:27,Clouds
868446031859974,3.915,0,GPS data,0,56%,41.00511,-73.84819,Door Close,6,0.00km/h,24.65°C,2020-07-14 02:59:05,Clear
868446031859974,3.651,0,GPS data,342,,41.00522,-73.84847,Door Close,4,0.00km/h,,2020-06-23 16:59:53,
868446031859974,4.005,0,GPS data,146,,41.00499,-73.84801,Door Close,4,0.00km/h,,2020-07-08 11:27:29,
868446031859974,3.915,0,GPS data,0,53%,41.00518,-73.84825,Door Close,6,0.00km/h,24.6°C,2020-07-14 03:21:10,Clear
868446031859974,3.674,0,GPS data,248,,41.00506,-73.84822,Door Close,5,0.00km/h,,2020-06-20 17:08:38,
868446031859974,3.88,0,GPS data,0,79%,41.00516,-73.84830,Door Close,6,0.00km/h,22.13°C,2020-07-16 13:02:58,Clouds
868446031859974,3.711,0,GPS data,0,,41.00468,-73.84812,Door Close,5,0.00km/h,,2020-06-17 02:09:59,
868446031859974,3.899,0,GPS data,169,64%,41.00614,-73.84801,Door Close,4,0.00km/h,24.28°C,2020-07-15 00:56:35,Rain
868446031859974,4.034,0,GPS data,0,,41.00528,-73.84823,Door Close,4,0.00km/h,,2020-07-06 17:12:21,
868446031859974,3.694,0,GPS data,0,,41.00505,-73.84840,Door Close,5,0.00km/h,,2020-06-18 01:51:17,
868446031859974,4.053,0,GPS data,0,,41.00512,-73.84857,Door Close,3,0.00km/h,,2020-07-04 09:06:26,
868446031859974,3.698,0,GPS data,0,,41.00508,-73.84841,Door Close,6,0.00km/h,,2020-06-17 20:41:04,
868446031859974,3.712,0,GPS data,0,,41.00523,-73.84809,Door Close,5,0.00km/h,,2020-06-16 17:05:38,
868446031859974,3.706,0,GPS data,194,,41.00499,-73.84828,Door Close,6,0.00km/h,,2020-06-17 02:57:32,
868446031859974,3.67,0,GPS data,0,,41.00528,-73.84837,Door Close,5,0.00km/h,,2020-06-21 01:13:45,
868446031859974,3.714,0,GPS data,0,,41.00527,-73.84850,Door Close,6,0.00km/h,,2020-06-16 12:56:07,
868446031859974,3.719,0,GPS data,0,,41.00552,-73.84803,Door Close,4,0.00km/h,,2020-06-15 13:59:30,
868446031859974,3.706,0,GPS data,210,,41.00492,-73.84852,Door Close,3,0.00km/h,,2020-06-17 13:00:50,
868446031859974,3.938,0,GPS data,0,,41.00525,-73.84834,Door Close,5,0.00km/h,,2020-07-13 00:26:52,
868446031859974,4.097,0,GPS data,0,,41.00478,-73.84820,Door Close,5,0.00km/h,,2020-07-01 17:42:50,
868446031859974,3.971,0,GPS data,0,,41.00519,-73.84832,Door Close,2,0.00km/h,,2020-07-10 12:09:28,
868446031859974,3.944,0,GPS data,0,,41.00549,-73.84817,Door Close,5,0.00km/h,,2020-07-12 03:43:17,
868446031859974,3.889,0,GPS data,0,51%,41.00501,-73.84846,Door Close,5,0.00km/h,27.34°C,2020-07-15 20:25:00,Clouds
868446031859974,3.691,0,GPS data,0,,41.00537,-73.84810,Door Close,5,0.00km/h,,2020-06-18 01:49:08,
868446031859974,3.657,0,GPS data,0,,41.00502,-73.84805,Door Close,5,0.00km/h,,2020-06-22 14:52:46,
868446031859974,3.715,0,GPS data,0,,41.00494,-73.84811,Door Close,6,0.00km/h,,2020-06-15 16:53:09,
868446031859974,3.686,0,GPS data,61,,41.00540,-73.84802,Door Close,3,0.00km/h,,2020-06-18 14:05:32,
868446031859974,3.703,0,GPS data,0,,41.00551,-73.84848,Door Close,6,0.00km/h,,2020-06-17 16:14:30,
868446031859974,3.706,0,GPS data,0,,41.00515,-73.84817,Door Close,4,0.00km/h,,2020-06-17 15:38:18,
868446031859974,3.68,0,GPS data,0,,41.00532,-73.84825,Door Close,4,0.00km/h,,2020-06-19 18:59:25,
868446031859974,3.712,0,GPS data,0,,41.00551,-73.84811,Door Close,5,0.00km/h,,2020-06-16 19:24:46,
868446031859974,3.715,0,GPS data,0,,41.00527,-73.84843,Door Close,5,0.00km/h,,2020-06-16 11:48:19,
868446031859974,4.057,0,GPS data,331,,41.00542,-73.84812,Door Close,3,0.00km/h,,2020-07-04 12:01:46,
868446031859974,4.037,0,GPS data,0,,41.00504,-73.84828,Door Close,4,0.00km/h,,2020-07-06 16:04:27,
868446031859974,3.69,0,GPS data,0,,41.00520,-73.84799,Door Close,5,0.00km/h,,2020-06-18 01:54:21,
868446031859974,3.979,0,GPS data,0,,41.00504,-73.84829,Door Close,5,0.00km/h,,2020-07-09 19:12:40,
868446031859974,3.68,0,GPS data,0,,41.00532,-73.84825,Door Close,4,0.00km/h,,2020-06-19 18:59:00,
868446031859974,3.709,0,GPS data,0,,41.00517,-73.84818,Door Close,4,0.00km/h,,2020-06-17 12:45:10,
868446031859974,3.646,0,GPS data,0,,41.00506,-73.84791,Door Close,6,0.00km/h,,2020-06-24 15:19:06,
868446031859974,4.012,0,GPS data,213,,41.00538,-73.84803,Door Close,4,0.00km/h,,2020-07-08 01:35:28,
868446031859974,3.723,0,GPS data,0,,41.00516,-73.84811,Door Close,4,0.00km/h,,2020-06-15 13:45:06,
868446031859974,3.656,0,GPS data,0,,41.00510,-73.84819,Door Close,5,0.00km/h,,2020-06-22 16:52:55,
868446031859974,3.725,0,GPS data,0,,41.00523,-73.84776,Door Close,3,0.00km/h,,2020-06-15 13:39:23,
868446031859974,4.053,0,GPS data,0,,41.00511,-73.84831,Door Close,4,0.00km/h,,2020-07-05 04:05:26,
868446031859974,3.717,0,GPS data,0,,41.00566,-73.84799,Door Close,5,0.00km/h,,2020-06-15 19:43:21,
868446031859974,4.144,0,GPS data,0,,41.00513,-73.84844,Door Close,6,0.00km/h,,2020-06-30 14:06:20,
868446031859974,4.079,0,GPS data,0,,41.00505,-73.84838,Door Close,5,0.00km/h,,2020-07-02 13:41:51,
868446031859974,3.694,0,GPS data,0,,41.00505,-73.84840,Door Close,5,0.00km/h,,2020-06-18 01:51:30,
868446031859974,3.677,0,GPS data,0,,41.00438,-73.84849,Door Close,4,0.00km/h,,2020-06-20 02:01:35,
868446031859974,3.72,0,GPS data,0,,41.00520,-73.84805,Door Close,4,0.00km/h,,2020-06-15 13:48:41,
868446031859974,3.92,0,GPS data,0,42%,41.00534,-73.84799,Door Close,5,0.00km/h,26.32°C,2020-07-14 01:10:26,Clear
868446031859974,4.034,0,GPS data,0,,41.00526,-73.84831,Door Close,4,0.00km/h,,2020-07-06 16:25:23,
868446031859974,3.69,0,GPS data,0,,41.00520,-73.84799,Door Close,5,0.00km/h,,2020-06-18 01:54:25,
868446031859974,3.698,0,GPS data,157,,41.00514,-73.84822,Door Close,4,0.00km/h,,2020-06-18 01:29:39,
868446031859974,3.957,0,GPS data,0,,41.00489,-73.84830,Door Close,4,0.00km/h,,2020-07-11 00:41:08,
868446031859974,4.013,0,GPS data,0,,41.00517,-73.84820,Door Close,5,0.00km/h,,2020-07-07 14:56:24,
868446031859974,3.934,0,GPS data,0,,41.00510,-73.84848,Door Close,4,0.00km/h,,2020-07-13 04:12:00,
868446031859974,4.044,0,GPS data,0,,41.00575,-73.84851,Door Close,5,0.00km/h,,2020-07-06 02:15:59,
868446031859974,3.67,0,GPS data,80,,41.00493,-73.84832,Door Close,5,0.00km/h,,2020-06-20 19:10:22,
868446031859974,3.978,0,GPS data,0,,41.00537,-73.84846,Door Close,6,0.00km/h,,2020-07-09 19:14:18,
868446031859974,3.928,0,GPS data,0,54%,41.00518,-73.84852,Door Close,5,0.00km/h,28.45°C,2020-07-13 15:49:27,Clear
868446031859974,3.918,0,GPS data,0,50%,41.00537,-73.84845,Door Close,7,0.00km/h,25.29°C,2020-07-14 01:37:35,Clear
868446031859974,3.696,0,GPS data,0,,41.00510,-73.84843,Door Close,5,0.00km/h,,2020-06-18 01:47:11,
